TIMESTAMP,UMIDADE_DHT,LDR_VALOR,N_PRESENTE,P_PRESENTE,K_PRESENTE,BLOQUEIO_EXTERNO,RELAY_STATUS,UMIDADE_BAIXA,NPK_OK,PH_OK
1704747600,72.25,2002,1,1,1,0,0,0,1,1
1704751200,59.37,2651,1,1,1,0,0,1,1,0
1704754800,65.08,2000,1,1,1,0,0,0,1,1
1704758400,56.0,1551,1,1,1,0,1,1,1,1
1704762000,52.5,1970,1,1,1,1,0,1,1,1
1704765600,53.83,2225,1,1,1,0,1,1,1,1
1704769200,56.08,2036,1,1,1,0,1,1,1,1
1704772800,52.28,2261,1,1,1,0,1,1,1,1
1704776400,55.47,1791,1,1,1,0,1,1,1,1
1704780000,59.41,2007,1,1,1,0,1,1,1,1
1704783600,61.94,1990,1,1,1,0,0,0,1,1
1704787200,73.08,1781,1,1,1,1,0,0,1,1
1704790800,67.79,2285,1,1,1,0,0,0,1,1
1704794400,83.37,2069,1,1,1,0,0,0,1,1
1704798000,70.89,2011,1,1,1,0,0,0,1,1
1704801600,86.05,1925,1,1,1,0,0,0,1,1
1704805200,79.6,2090,1,1,1,0,0,0,1,1
1704808800,81.04,1986,1,1,1,1,0,0,1,1
1704812400,78.16,1426,1,1,1,0,0,0,1,0
1704816000,84.9,2525,1,1,1,0,0,0,1,0
1704819600,86.16,1614,1,1,1,0,0,0,1,1
1704823200,74.88,2299,1,1,1,0,0,0,1,1
1704826800,76.71,2191,1,1,1,0,0,0,1,1
1704830400,65.86,2636,1,1,1,0,0,0,1,0
1704834000,70.42,1666,1,1,1,1,0,0,1,1
1704837600,58.24,2327,1,1,1,0,1,1,1,1
1704841200,60.57,1858,1,1,1,0,0,0,1,1
1704844800,61.1,1906,1,1,1,0,0,0,1,1
1704848400,45.12,1373,1,1,1,1,0,1,1,0
1704852000,49.1,1501,1,1,1,0,1,1,1,1
1704855600,55.83,2298,1,1,1,0,1,1,1,1
1704859200,53.76,2129,1,1,1,0,1,1,1,1
1704862800,50.2,1373,1,1,1,0,0,1,1,0
1704866400,49.8,2197,1,1,1,1,0,1,1,1
1704870000,69.31,1844,1,1,1,0,0,0,1,1
1704873600,66.72,2037,1,1,1,0,0,0,1,1
1704877200,75.52,1832,1,1,1,0,0,0,1,1
1704880800,67.92,2644,1,1,1,0,0,0,1,0
1704884400,80.04,2066,1,1,1,0,0,0,1,1
1704888000,81.24,1760,1,1,1,0,0,0,1,1
1704891600,84.02,1455,1,1,1,0,0,0,1,0
1704895200,87.75,1938,1,1,1,0,0,0,1,1
1704898800,90.9,2032,1,1,1,0,0,0,1,1
1704902400,89.92,2071,1,1,1,0,0,0,1,1
1704906000,79.0,1320,1,1,1,1,0,0,1,0
1704909600,79.59,2370,1,1,1,0,0,0,1,1
1704913200,66.97,1796,1,1,1,0,0,0,1,1
1704916800,71.19,1840,1,1,1,0,0,0,1,1
1704920400,73.15,2350,1,1,1,0,0,0,1,1
1704924000,75.81,1806,1,1,1,0,0,0,1,1
1704927600,66.25,1903,1,1,1,0,0,0,1,1
1704931200,55.59,1901,1,1,1,0,1,1,1,1
1704934800,52.99,2064,1,1,1,0,1,1,1,1
1704938400,51.68,2136,1,1,1,0,1,1,1,1
1704942000,53.3,2259,1,1,1,0,1,1,1,1
1704945600,52.72,2009,1,1,1,0,1,1,1,1
1704949200,56.28,2484,1,1,1,0,1,1,1,1
1704952800,63.71,1657,1,1,1,1,0,0,1,1
1704956400,57.07,2157,1,1,1,0,1,1,1,1
1704960000,66.25,2111,1,1,1,0,0,0,1,1
1704963600,74.76,1903,1,1,1,0,0,0,1,1
1704967200,65.84,1959,1,1,1,0,0,0,1,1
1704970800,72.97,2389,1,1,1,0,0,0,1,1
1704974400,87.44,2007,1,1,1,0,0,0,1,1
1704978000,84.17,2081,1,1,1,0,0,0,1,1
1704981600,88.42,1709,1,1,1,0,0,0,1,1
1704985200,74.87,2078,1,1,1,0,0,0,1,1
1704988800,79.58,1815,1,1,1,0,0,0,1,1
1704992400,78.96,2337,1,1,1,0,0,0,1,1
1704996000,82.78,1634,1,1,1,0,0,0,1,1
1704999600,79.44,1066,1,1,1,0,0,0,1,0
1705003200,73.05,2516,1,1,1,0,0,0,1,0
1705006800,72.24,1928,1,1,1,1,0,0,1,1
1705010400,58.98,2001,1,1,1,0,1,1,1,1
1705014000,58.35,2497,1,1,1,0,1,1,1,1
1705017600,60.61,2287,1,1,1,0,0,0,1,1
1705021200,56.31,2447,1,1,1,0,1,1,1,1
1705024800,56.82,2446,1,1,1,0,1,1,1,1
1705028400,52.42,2091,1,1,1,0,1,1,1,1
1705032000,62.73,2213,1,1,1,1,0,0,1,1
1705035600,59.95,2632,1,1,1,0,0,1,1,0
1705039200,64.18,1461,1,1,1,1,0,0,1,0
1705042800,53.01,1851,1,1,1,0,1,1,1,1
1705046400,60.9,2152,1,1,1,0,0,0,1,1
1705050000,75.83,1541,1,1,1,0,0,0,1,1
1705053600,68.21,1496,1,1,1,0,0,0,1,0
1705057200,64.45,1799,1,1,1,0,0,0,1,1
1705060800,73.09,2300,1,1,1,1,0,0,1,1
1705064400,82.78,2410,1,1,1,0,0,0,1,1
1705068000,86.33,1867,1,1,1,0,0,0,1,1
1705071600,84.13,1927,1,1,1,0,0,0,1,1
1705075200,81.54,2163,1,1,1,0,0,0,1,1
1705078800,87.21,1736,1,1,1,0,0,0,1,1
1705082400,84.53,1926,1,1,1,0,0,0,1,1
1705086000,80.2,2223,1,1,1,0,0,0,1,1
1705089600,76.36,2185,1,1,1,0,0,0,1,1
1705093200,59.54,1561,1,1,1,0,1,1,1,1
1705096800,70.31,2067,1,1,1,0,0,0,1,1
1705100400,50.56,1911,1,1,1,0,1,1,1,1
1705104000,52.89,2042,1,1,1,0,1,1,1,1
1705107600,59.36,2282,1,1,1,0,1,1,1,1
1705111200,52.84,1711,1,1,1,0,1,1,1,1
1705114800,56.13,2106,1,1,1,0,1,1,1,1
1705118400,53.29,1929,1,1,1,0,1,1,1,1
1705122000,58.66,1969,1,1,1,0,1,1,1,1
1705125600,65.6,2237,1,1,1,0,0,0,1,1
1705129200,64.97,1741,1,1,1,0,0,0,1,1
1705132800,60.06,1643,1,1,1,0,0,0,1,1
1705136400,75.13,1866,1,1,1,0,0,0,1,1
1705140000,78.08,2455,1,1,1,0,0,0,1,1
1705143600,75.77,1935,1,1,1,0,0,0,1,1
1705147200,71.14,1618,1,1,1,0,0,0,1,1
1705150800,89.86,1725,1,1,1,0,0,0,1,1
1705154400,83.42,2215,1,1,1,0,0,0,1,1
1705158000,79.93,1703,1,1,1,0,0,0,1,1
1705161600,83.67,2582,1,1,1,0,0,0,1,0
1705165200,75.14,2264,1,1,1,0,0,0,1,1
1705168800,70.81,1641,1,1,1,0,0,0,1,1
1705172400,79.0,2623,1,1,1,0,0,0,1,0
1705176000,71.35,1658,1,1,1,0,0,0,1,1
1705179600,64.55,2811,1,1,1,0,0,0,1,0
1705183200,71.99,1869,1,1,1,1,0,0,1,1
1705186800,61.61,2006,1,1,1,0,0,0,1,1
1705190400,54.37,1688,1,1,1,0,1,1,1,1
1705194000,69.63,1813,1,1,1,0,0,0,1,1
1705197600,56.51,1826,1,1,1,0,1,1,1,1
1705201200,53.67,1845,1,1,1,0,1,1,1,1
1705204800,60.87,2218,1,1,1,0,0,0,1,1
1705208400,62.97,1766,1,1,1,0,0,0,1,1
1705212000,67.53,2012,1,1,1,0,0,0,1,1
1705215600,55.57,2108,1,1,1,0,1,1,1,1
1705219200,63.03,1341,1,1,1,1,0,0,1,0
1705222800,74.39,1524,1,1,1,0,0,0,1,1
1705226400,69.94,2034,1,1,1,0,0,0,1,1
1705230000,78.13,1677,1,1,1,0,0,0,1,1
1705233600,87.4,1975,1,1,1,0,0,0,1,1
1705237200,83.05,2082,1,1,1,0,0,0,1,1
1705240800,87.17,2125,1,1,1,0,0,0,1,1
1705244400,82.82,2210,1,1,1,0,0,0,1,1
1705248000,87.58,2434,1,1,1,0,0,0,1,1
1705251600,92.19,1858,1,1,1,0,0,0,1,1
1705255200,70.92,2266,1,1,1,0,0,0,1,1
1705258800,85.55,2009,1,1,1,0,0,0,1,1
1705262400,75.43,2084,1,1,1,0,0,0,1,1
1705266000,65.91,2166,1,1,1,1,0,0,1,1
1705269600,53.67,1971,1,1,1,0,1,1,1,1
1705273200,65.15,1722,1,1,1,0,0,0,1,1
1705276800,55.21,1553,1,1,1,0,1,1,1,1
1705280400,58.09,2857,1,1,1,0,0,1,1,0
1705284000,55.1,1608,1,1,1,0,1,1,1,1
1705287600,60.24,2370,1,1,1,1,0,0,1,1
1705291200,52.8,1722,1,1,1,0,1,1,1,1
1705294800,64.55,1265,1,1,1,0,0,0,1,0
1705298400,59.65,1968,1,1,1,0,1,1,1,1
1705302000,56.77,1964,1,1,1,0,1,1,1,1
1705305600,66.19,2143,1,1,1,0,0,0,1,1
1705309200,69.49,1981,1,1,1,0,0,0,1,1
1705312800,80.59,1684,1,1,1,0,0,0,1,1
1705316400,77.73,2062,1,1,1,0,0,0,1,1
1705320000,82.44,2178,1,1,1,0,0,0,1,1
1705323600,77.11,1489,1,1,1,0,0,0,1,0
1705327200,85.48,1958,1,1,1,0,0,0,1,1
1705330800,78.73,2040,1,1,1,0,0,0,1,1
1705334400,86.91,1934,1,1,1,0,0,0,1,1
1705338000,85.4,1833,1,1,1,0,0,0,1,1
1705341600,81.65,1891,1,1,1,1,0,0,1,1
1705345200,75.25,2008,1,1,1,0,0,0,1,1
1705348800,73.28,1930,1,1,1,0,0,0,1,1
1705352400,70.93,2212,1,1,1,0,0,0,1,1
1705356000,67.69,2252,1,1,1,0,0,0,1,1
1705359600,56.61,1430,1,1,1,1,0,1,1,0
1705363200,60.75,2139,1,1,1,0,0,0,1,1
1705366800,57.27,2313,1,1,1,0,1,1,1,1
1705370400,48.92,2286,1,1,1,0,1,1,1,1
1705374000,52.35,2072,1,1,1,0,1,1,1,1
1705377600,53.39,2030,1,1,1,0,1,1,1,1
1705381200,62.98,2560,1,1,1,0,0,0,1,0
1705384800,57.42,2391,1,1,1,0,1,1,1,1
1705388400,59.04,1921,1,1,1,0,1,1,1,1
1705392000,74.0,2042,1,1,1,0,0,0,1,1
1705395600,69.34,2180,1,1,1,0,0,0,1,1
1705399200,69.46,1731,1,1,1,0,0,0,1,1
1705402800,71.61,1714,1,1,1,0,0,0,1,1
1705406400,75.92,1936,1,1,1,1,0,0,1,1
1705410000,79.86,1848,1,1,1,0,0,0,1,1
1705413600,80.92,2445,1,1,1,0,0,0,1,1
1705417200,96.65,1975,1,1,1,0,0,0,1,1
1705420800,81.93,1750,1,1,1,0,0,0,1,1
1705424400,86.49,2165,1,1,1,0,0,0,1,1
1705428000,75.81,1224,1,1,1,0,0,0,1,0
1705431600,86.94,2200,1,1,1,0,0,0,1,1
1705435200,67.85,1928,1,1,1,0,0,0,1,1
1705438800,75.16,2140,1,1,1,0,0,0,1,1
1705442400,64.46,1847,1,1,1,1,0,0,1,1
1705446000,53.84,1907,1,1,1,0,1,1,1,1
1705449600,63.01,1640,1,1,1,0,0,0,1,1
1705453200,56.52,2137,1,1,1,0,1,1,1,1
1705456800,50.48,2095,1,1,1,0,1,1,1,1
1705460400,53.16,2320,1,1,1,0,1,1,1,1
1705464000,54.13,2358,1,1,1,0,1,1,1,1
1705467600,45.4,2508,1,1,1,0,0,1,1,0
1705471200,60.61,2094,1,1,1,0,0,0,1,1
1705474800,55.23,2332,1,1,1,0,1,1,1,1
1705478400,64.69,1700,1,1,1,0,0,0,1,1
1705482000,72.19,2490,1,1,1,0,0,0,1,1
1705485600,77.4,1667,1,1,1,0,0,0,1,1
1705489200,82.23,1781,1,1,1,0,0,0,1,1
1705492800,76.98,1552,1,1,1,0,0,0,1,1
1705496400,79.62,1418,1,1,1,0,0,0,1,0
1705500000,93.61,1573,1,1,1,0,0,0,1,1
1705503600,92.13,2237,1,1,1,0,0,0,1,1
1705507200,97.64,1864,1,1,1,0,0,0,1,1
1705510800,84.26,1708,1,1,1,0,0,0,1,1
1705514400,77.69,1913,1,1,1,0,0,0,1,1
1705518000,87.62,1545,1,1,1,0,0,0,1,1
1705521600,69.55,1844,1,1,1,0,0,0,1,1
1705525200,63.82,1462,1,1,1,0,0,0,1,0
1705528800,68.22,1687,1,1,1,0,0,0,1,1
1705532400,63.81,1721,1,1,1,0,0,0,1,1
1705536000,62.55,2120,1,1,1,0,0,0,1,1
1705539600,59.24,2300,1,1,1,0,1,1,1,1
1705543200,56.4,2014,1,1,1,0,1,1,1,1
1705546800,54.6,2019,1,1,1,0,1,1,1,1
1705550400,46.68,2220,1,1,1,0,1,1,1,1
1705554000,59.8,2165,1,1,1,0,1,1,1,1
1705557600,64.31,1668,1,1,1,0,0,0,1,1
1705561200,53.26,1704,1,1,1,0,1,1,1,1
1705564800,66.7,2056,1,1,1,0,0,0,1,1
1705568400,72.6,1403,1,1,1,0,0,0,1,0
1705572000,75.45,1744,1,1,1,0,0,0,1,1
1705575600,74.3,2137,1,1,1,0,0,0,1,1
1705579200,81.99,1539,1,1,1,0,0,0,1,1
1705582800,78.38,2121,1,1,1,0,0,0,1,1
1705586400,87.13,1880,1,1,1,0,0,0,1,1
1705590000,82.9,2137,1,1,1,0,0,0,1,1
1705593600,80.47,1814,1,1,1,0,0,0,1,1
1705597200,82.11,1823,1,1,1,0,0,0,1,1
1705600800,73.83,1804,1,1,1,0,0,0,1,1
1705604400,70.84,1785,1,1,1,1,0,0,1,1
1705608000,67.43,1887,1,1,1,0,0,0,1,1
1705611600,60.38,1553,1,1,1,0,0,0,1,1
1705615200,60.15,1917,1,1,1,0,0,0,1,1
1705618800,57.93,1371,1,1,1,0,0,1,1,0
1705622400,62.45,2077,1,1,1,0,0,0,1,1
1705626000,58.59,1815,1,1,1,0,1,1,1,1
1705629600,49.72,2159,1,1,1,0,1,1,1,1
1705633200,64.0,1803,1,1,1,0,0,0,1,1
1705636800,59.29,1942,1,1,1,1,0,1,1,1
1705640400,50.2,2001,1,1,1,0,1,1,1,1
1705644000,65.38,2333,1,1,1,0,0,0,1,1
1705647600,61.72,1773,1,1,1,0,0,0,1,1
1705651200,68.55,2018,1,1,1,0,0,0,1,1
1705654800,65.22,1882,1,1,1,0,0,0,1,1
1705658400,64.52,2349,1,1,1,0,0,0,1,1
1705662000,79.02,2069,1,1,1,0,0,0,1,1
1705665600,80.25,2250,1,1,1,0,0,0,1,1
1705669200,91.61,2694,1,1,1,0,0,0,1,0
1705672800,85.65,2147,1,1,1,0,0,0,1,1
1705676400,89.21,1732,1,1,1,0,0,0,1,1
1705680000,82.42,1927,1,1,1,0,0,0,1,1
1705683600,81.36,1961,1,1,1,0,0,0,1,1
1705687200,73.55,2043,1,1,1,0,0,0,1,1
1705690800,77.17,1529,1,1,1,0,0,0,1,1
1705694400,75.96,2064,1,1,1,0,0,0,1,1
1705698000,67.78,2264,1,1,1,0,0,0,1,1
1705701600,69.81,2257,1,1,1,0,0,0,1,1
1705705200,68.91,1796,1,1,1,0,0,0,1,1
1705708800,57.56,2094,1,1,1,0,1,1,1,1
1705712400,67.05,2204,1,1,1,0,0,0,1,1
1705716000,51.93,2012,1,1,1,0,1,1,1,1
1705719600,48.28,1740,1,1,1,0,1,1,1,1
1705723200,58.3,2116,1,1,1,0,1,1,1,1
1705726800,51.29,2354,1,1,1,0,1,1,1,1
1705730400,52.82,1775,1,1,1,0,1,1,1,1
1705734000,68.31,1988,1,1,1,1,0,0,1,1
1705737600,63.97,2106,1,1,1,0,0,0,1,1
1705741200,76.44,2062,1,1,1,0,0,0,1,1
1705744800,67.63,2078,1,1,1,0,0,0,1,1
1705748400,72.13,2135,1,1,1,0,0,0,1,1
1705752000,79.23,2362,1,1,1,0,0,0,1,1
1705755600,88.36,1996,1,1,1,0,0,0,1,1
1705759200,86.73,1902,1,1,1,0,0,0,1,1
1705762800,82.22,2432,1,1,1,0,0,0,1,1
1705766400,80.42,2040,1,1,1,0,0,0,1,1
1705770000,85.1,1933,1,1,1,0,0,0,1,1
1705773600,81.31,2165,1,1,1,0,0,0,1,1
1705777200,75.88,1842,1,1,1,0,0,0,1,1
1705780800,77.43,2135,1,1,1,0,0,0,1,1
1705784400,74.49,2235,1,1,1,0,0,0,1,1
1705788000,66.97,2114,1,1,1,0,0,0,1,1
1705791600,58.39,2241,1,1,1,0,1,1,1,1
1705795200,64.32,2092,1,1,1,0,0,0,1,1
1705798800,53.82,1750,1,1,1,0,1,1,1,1
1705802400,56.42,2093,1,1,1,0,1,1,1,1
1705806000,54.23,1630,1,1,1,0,1,1,1,1
1705809600,59.09,1546,1,1,1,0,1,1,1,1
1705813200,60.83,2618,1,1,1,0,0,0,1,0
1705816800,62.92,1638,1,1,1,0,0,0,1,1
1705820400,56.31,1616,1,1,1,0,1,1,1,1
1705824000,68.34,1610,1,1,1,0,0,0,1,1
1705827600,67.94,2016,1,1,1,1,0,0,1,1
1705831200,86.25,1974,1,1,1,0,0,0,1,1
1705834800,73.69,1962,1,1,1,0,0,0,1,1
1705838400,89.72,2181,1,1,1,0,0,0,1,1
1705842000,82.38,2236,1,1,1,0,0,0,1,1
1705845600,78.0,2215,1,1,1,0,0,0,1,1
